,Unnamed: 0,id,imdb_id,title,original_title,release_date,revenue,budget,runtime,tagline,overview,production_countries,vote_average,vote_count,all_production_cos,list_genres,release_year,multiple,Lionsgate,Warner,fox,marvel,paramount,disney,production_companies,revenue_m,budget_m,is_us
1452,1452,157353.0,tt2209764,Transcendence,Transcendence,2014-04-16,103039258.0,100000000.0,119.0,"Yesterday, Dr. Will Caster was only human...","Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.","['{iso_3166_1:CN', 'name:China}', '{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.9,3400.0,"['Syncopy', 'AlconEntertainment', 'DMGEntertainment', 'StraightUpFilms']","['Thriller', 'ScienceFiction', 'Drama', 'Mystery']",2014,1.03039258,False,False,False,False,False,False,"['Syncopy', 'AlconEntertainment', 'DMGEntertainment', 'StraightUpFilms']",103.039258,100.0,True
1453,1453,1576.0,tt0120804,Resident Evil,Resident Evil,2002-03-15,102984862.0,33000000.0,100.0,A secret experiment. A deadly virus. A fatal mistake.,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.","['{iso_3166_1:FR', 'name:France}', '{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,3284.0,"['ScreenGems', 'ImpactPictures', 'Davis-Films', 'NewLegacy', 'ConstantinFilmProduktion']","['Horror', 'Action', 'ScienceFiction']",2002,3.120753393939394,False,False,False,False,False,False,"['ScreenGems', 'ImpactPictures', 'Davis-Films', 'NewLegacy', 'ConstantinFilmProduktion']",102.984862,33.0,True
1454,1454,298250.0,tt3348730,Jigsaw,Jigsaw,2017-10-26,102952888.0,10000000.0,92.0,A New Game Begins.,"Dead bodies begin to turn up all over the city, each meeting their demise in a variety of grisly ways. All investigations begin to point the finger at deceased killer John Kramer.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.1,1774.0,"['TwistedPictures', 'ABiggerBoat', 'SerendipityProductions']","['Crime', 'Horror', 'Mystery', 'Thriller']",2017,10.2952888,False,False,False,False,False,False,"['TwistedPictures', 'ABiggerBoat', 'SerendipityProductions']",102.952888,10.0,True
1455,1455,9007.0,tt0425123,Just Like Heaven,Just Like Heaven,2005-09-16,102854431.0,58000000.0,95.0,It's a wonderful afterlife.,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.7,1155.0,"['UIP', 'MacDonald/ParkesProductions', 'DreamWorks']","['Comedy', 'Fantasy', 'Romance']",2005,1.7733522586206896,False,False,False,False,False,False,"['UIP', 'MacDonald/ParkesProductions', 'DreamWorks']",102.854431,58.0,True
1456,1456,14435.0,tt1179891,My Bloody Valentine,My Bloody Valentine,2009-01-16,102836002.0,15000000.0,101.0,He's gonna break your heart.,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentine’s Day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.4,535.0,['Lionsgate'],"['Mystery', 'Horror']",2009,6.855733466666667,True,False,False,False,False,False,['Lionsgate'],102.836002,15.0,True
1457,1457,9894.0,tt0115798,The Cable Guy,The Cable Guy,1996-06-10,102825796.0,47000000.0,96.0,There's no such thing as free cable.,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,1031.0,['ColumbiaPictures'],"['Comedy', 'Drama', 'Thriller']",1996,2.187782893617021,False,False,False,False,False,False,['ColumbiaPictures'],102.825796,47.0,True
1458,1458,43347.0,tt0758752,Love & Other Drugs,Love & Other Drugs,2010-11-22,102820008.0,30000000.0,112.0,Addicted to one-night stands or dependent on one another?,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,2397.0,"['Fox2000Pictures', 'RegencyEnterprises', 'NewRegencyPictures', 'StuberProductions', 'BedfordFallsProductions', 'DuneEntertainment']","['Drama', 'Comedy', 'Romance']",2010,3.4273336,False,False,True,False,False,False,"['Fox2000Pictures', 'RegencyEnterprises', 'NewRegencyPictures', 'StuberProductions', 'BedfordFallsProductions', 'DuneEntertainment']",102.820008,30.0,True
1459,1459,1592.0,tt0117381,Primal Fear,Primal Fear,1996-04-03,102616183.0,30000000.0,129.0,"Sooner or later, a man who wears two faces forgets which one is real.","An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,1195.0,"['Paramount', 'RysherEntertainment']","['Crime', 'Drama', 'Mystery', 'Thriller']",1996,3.4205394333333334,False,False,False,False,True,False,"['Paramount', 'RysherEntertainment']",102.616183,30.0,True
1460,1460,240.0,tt0071562,The Godfather: Part II,The Godfather: Part II,1974-12-20,102600000.0,13000000.0,202.0,"I don't feel I have to wipe everybody out, Tom. Just my enemies.","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",8.5,5617.0,"['Paramount', 'TheCoppolaCompany']","['Drama', 'Crime']",1974,7.892307692307693,False,False,False,False,True,False,"['Paramount', 'TheCoppolaCompany']",102.6,13.0,True
1461,1461,19908.0,tt1156398,Zombieland,Zombieland,2009-10-07,102391382.0,23600000.0,88.0,This place is so dead,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,6117.0,"['Pariah', 'ColumbiaPictures', 'RelativityMedia']","['Comedy', 'Horror']",2009,4.338617881355932,False,False,False,False,False,False,"['Pariah', 'ColumbiaPictures', 'RelativityMedia']",102.391382,23.6,True
1462,1462,11808.0,tt0120873,U.S. Marshals,U.S. Marshals,1998-03-06,102367405.0,60000000.0,131.0,The cop who won't stop is back. But this time he's chasing down a lot more than a fugitive.,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,658.0,"['KopelsonEntertainment', 'WarnerBros.Pictures']","['Thriller', 'Crime', 'Action']",1998,1.7061234166666666,False,True,False,False,False,False,"['KopelsonEntertainment', 'WarnerBros.Pictures']",102.367405,60.0,True
1463,1463,924.0,tt0363547,Dawn of the Dead,Dawn of the Dead,2004-03-19,102356381.0,28000000.0,101.0,"When the undead rise, civilization will fall.","A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,1782.0,"['NewAmsterdamEntertainment', 'StrikeEntertainment', 'MetropolitanFilmexport', 'Toho-Towa', 'Cruel&UnusualFilms']","['Fantasy', 'Horror', 'Action', 'Drama']",2004,3.6555850357142856,False,False,False,False,False,False,"['NewAmsterdamEntertainment', 'StrikeEntertainment', 'MetropolitanFilmexport', 'Toho-Towa', 'Cruel&UnusualFilms']",102.356381,28.0,True
1464,1464,642.0,tt0064115,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,1969-09-23,102308889.0,6000000.0,111.0,"Not that it matters, but most of it is true.","In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,1005.0,"['CampanileProductions', 'Newman-ForemanProductions', '20thCenturyFox']","['History', 'Western']",1969,17.0514815,False,False,True,False,False,False,"['CampanileProductions', 'Newman-ForemanProductions', '20thCenturyFox']",102.308889,6.0,True
1465,1465,433.0,tt0058331,Mary Poppins,Mary Poppins,1964-08-27,102272727.0,6000000.0,139.0,It's supercalifragilisticexpialidocious!,A magical nanny employs music and adventure to help two neglected children become closer to their father.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,2498.0,['WaltDisneyProductions'],"['Comedy', 'Family', 'Fantasy']",1964,17.0454545,False,False,False,False,False,True,['WaltDisneyProductions'],102.272727,6.0,True
1466,1466,8470.0,tt0251160,John Q,John Q,2002-02-15,102244770.0,36000000.0,116.0,Give a father no options and you leave him no choice.,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,1028.0,"['EvolutionEntertainment', 'NewLineCinema', 'Burg/KoulesProductions']","['Drama', 'Thriller', 'Crime']",2002,2.8401325,False,False,False,False,False,False,"['EvolutionEntertainment', 'NewLineCinema', 'Burg/KoulesProductions']",102.24477,36.0,True
1469,1469,345887.0,tt3766354,The Equalizer 2,The Equalizer 2,2018-07-19,102084362.0,62000000.0,122.0,There is no equal,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,1852.0,"['MaceNeufeldProductions', 'ColumbiaPictures', 'LonetreeEntertainment', 'FuquaFilms', 'EscapeArtists', 'SonyPictures', 'ZHIVProductions']","['Thriller', 'Action', 'Crime']",2018,1.6465219677419354,False,False,False,False,False,False,"['MaceNeufeldProductions', 'ColumbiaPictures', 'LonetreeEntertainment', 'FuquaFilms', 'EscapeArtists', 'SonyPictures', 'ZHIVProductions']",102.084362,62.0,True
1470,1470,2567.0,tt0338751,The Aviator,The Aviator,2004-12-17,102000000.0,110000000.0,170.0,"For some men, the sky was the limit. For him, it was just the beginning.","A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.","['{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,2571.0,"['Miramax', 'AppianWay', 'ForwardPass', 'CappaProductions', 'InitialEntertainmentGroup(IEG)', 'IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG', '""MelsCiteduCinema""', 'WarnerBros.Pictures']",['Drama'],2004,0.9272727272727272,False,True,False,False,False,False,"['Miramax', 'AppianWay', 'ForwardPass', 'CappaProductions', 'InitialEntertainmentGroup(IEG)', 'IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG', '""MelsCiteduCinema""', 'WarnerBros.Pictures']",102.0,110.0,True
1473,1473,9890.0,tt0327162,The Stepford Wives,The Stepford Wives,2004-06-10,102000000.0,90000000.0,93.0,The wives of Stepford have a secret.,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.6,620.0,"['DeLinePictures', 'Paramount', 'DreamWorks']","['Action', 'Comedy', 'ScienceFiction']",2004,1.1333333333333333,False,False,False,False,True,False,"['DeLinePictures', 'Paramount', 'DreamWorks']",102.0,90.0,True
1474,1474,76487.0,tt1560985,The Devil Inside,The Devil Inside,2012-01-06,101758490.0,1000000.0,83.0,No soul is safe.,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",4.7,426.0,"['Room101', 'Prototype']","['Thriller', 'Horror']",2012,101.75849,False,False,False,False,False,False,"['Room101', 'Prototype']",101.75849,1.0,True
1475,1475,88751.0,tt0373051,Journey to the Center of the Earth,Journey to the Center of the Earth,2008-07-10,101702060.0,45000000.0,93.0,Same Planet. Different World.,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.9,2558.0,"['NewLineCinema', 'WaldenMedia']","['Action', 'ScienceFiction', 'Adventure', 'Comedy', 'Family']",2008,2.2600457777777776,False,False,False,False,False,False,"['NewLineCinema', 'WaldenMedia']",101.70206,45.0,True
1476,1476,8831.0,tt0111438,Timecop,Timecop,1994-09-15,101646581.0,27000000.0,99.0,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}', '{iso_3166_1:JP', 'name:Japan}']",5.7,464.0,"['UniversalPictures', 'RenaissancePictures', 'DarkHorseEntertainment', 'LargoEntertainment', 'SignaturePictures', 'JVCEntertainmentNetworks']","['Thriller', 'ScienceFiction', 'Action', 'Crime']",1994,3.764688185185185,False,False,False,False,False,False,"['UniversalPictures', 'RenaissancePictures', 'DarkHorseEntertainment', 'LargoEntertainment', 'SignaturePictures', 'JVCEntertainmentNetworks']",101.646581,27.0,True
1477,1477,10189.0,tt0910936,Pineapple Express,Pineapple Express,2008-08-06,101624843.0,27000000.0,111.0,Put this in your pipe and smoke it.,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,1854.0,"['ColumbiaPictures', 'ApatowProductions']","['Action', 'Comedy']",2008,3.763883074074074,False,False,False,False,False,False,"['ColumbiaPictures', 'ApatowProductions']",101.624843,27.0,True
1478,1478,9072.0,tt0430304,Little Man,Little Man,2006-08-31,101595121.0,64000000.0,98.0,Big things come in small packages,"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.4,599.0,"['WayansBros.Entertainment', 'RevolutionStudios']","['Comedy', 'Crime']",2006,1.587423765625,False,False,False,False,False,False,"['WayansBros.Entertainment', 'RevolutionStudios']",101.595121,64.0,True
1479,1479,12090.0,tt0305711,Just Married,Just Married,2003-01-09,101564935.0,18000000.0,95.0,Welcome to the honeymoon from hell.,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.","['{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.5,665.0,"['MediastreamDritteFilmGmbH&Co.BeteiligungsKG', 'RobertSimondsProductions', '20thCenturyFox']","['Comedy', 'Romance']",2003,5.642496388888889,False,False,True,False,False,False,"['MediastreamDritteFilmGmbH&Co.BeteiligungsKG', 'RobertSimondsProductions', '20thCenturyFox']",101.564935,18.0,True
1481,1481,75.0,tt0116996,Mars Attacks!,Mars Attacks!,1996-12-12,101371017.0,70000000.0,106.0,Nice planet. We'll take it!,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,2781.0,['TimBurtonProductions'],"['Comedy', 'Fantasy', 'ScienceFiction']",1996,1.4481573857142858,False,False,False,False,False,False,['TimBurtonProductions'],101.371017,70.0,True
1482,1482,236751.0,tt1929263,Heaven is for Real,Heaven is for Real,2014-04-16,101332962.0,12000000.0,99.0,Unlock the mystery,"Based on the #1 New York Times best-selling book, Heaven is for Real recounts the true story of a small-town father who must find the courage and conviction to share his son's extraordinary, life-changing experience with the world. Starring Academy Award® nominee Greg Kinnear (Best Supporting Actor, As Good As It Gets , 1997) as Todd Burpo, the real-life father whose son Colton claims to have visited Heaven during a near death experience. Colton shares the details of his amazing journey with childlike innocence and speaks matter-of-factly about things that happened before his birth ... things he couldn't possibly know.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,346.0,"['TriStarPictures', 'ScreenGems', 'RothFilms']",['Drama'],2014,8.4444135,False,False,False,False,False,False,"['TriStarPictures', 'ScreenGems', 'RothFilms']",101.332962,12.0,True
1484,1484,24420.0,tt0452694,The Time Traveler's Wife,The Time Traveler's Wife,2009-08-14,101229792.0,39000000.0,108.0,,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,1333.0,"['NewLineCinema', 'PlanBEntertainment', 'NickWechslerProductions', 'InternationaleScarenaFilmproduktionsgesellschaft2']","['Drama', 'Romance', 'Fantasy']",2009,2.595635692307692,False,False,False,False,False,False,"['NewLineCinema', 'PlanBEntertainment', 'NickWechslerProductions', 'InternationaleScarenaFilmproduktionsgesellschaft2']",101.229792,39.0,True
1486,1486,274479.0,tt2446980,Joy,Joy,2015-12-24,101134059.0,60000000.0,124.0,,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,2626.0,"['TSGEntertainment', 'DavisEntertainment', 'AnnapurnaPictures', 'Fox2000Pictures', '20thCenturyFox']","['Drama', 'Comedy']",2015,1.68556765,False,False,True,False,False,False,"['TSGEntertainment', 'DavisEntertainment', 'AnnapurnaPictures', 'Fox2000Pictures', '20thCenturyFox']",101.134059,60.0,True
1487,1487,10684.0,tt0115956,Courage Under Fire,Courage Under Fire,1996-07-04,100860818.0,46000000.0,117.0,A medal for honor. A search for justice. A battle for truth.,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,376.0,"['DavisEntertainment', 'Fox2000Pictures', 'JosephM.SingerEntertainment']","['Drama', 'Thriller', 'Mystery', 'War']",1996,2.1926264782608698,False,False,True,False,False,False,"['DavisEntertainment', 'Fox2000Pictures', 'JosephM.SingerEntertainment']",100.860818,46.0,True
1488,1488,550.0,tt0137523,Fight Club,Fight Club,1999-10-15,100853753.0,63000000.0,139.0,Mischief. Mayhem. Soap.,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","['{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",8.4,15704.0,"['RegencyEnterprises', 'Fox2000Pictures', 'TaurusFilm', 'AtmanEntertainment', 'KnickerbockerFilms', '20thCenturyFox', 'TheLinsonCompany']",['Drama'],1999,1.6008532222222223,False,False,True,False,False,False,"['RegencyEnterprises', 'Fox2000Pictures', 'TaurusFilm', 'AtmanEntertainment', 'KnickerbockerFilms', '20thCenturyFox', 'TheLinsonCompany']",100.853753,63.0,True
1489,1489,218778.0,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,100654149.0,28000000.0,81.0,One day can change everything.,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.1,774.0,"['WaltDisneyPictures', '21LapsEntertainment', 'TheJimHensonCompany']","['Family', 'Comedy']",2014,3.5947910357142856,False,False,False,False,False,True,"['WaltDisneyPictures', '21LapsEntertainment', 'TheJimHensonCompany']",100.654149,28.0,True
1490,1490,369972.0,tt1213641,First Man,First Man,2018-10-11,100546153.0,70000000.0,141.0,One giant leap into the unknown,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,1990.0,"['DreamWorks', 'TempleHillEntertainment', 'UniversalPictures', 'AmblinEntertainment', 'PhantasmaFilms']","['History', 'Drama']",2018,1.4363736142857142,False,False,False,False,False,False,"['DreamWorks', 'TempleHillEntertainment', 'UniversalPictures', 'AmblinEntertainment', 'PhantasmaFilms']",100.546153,70.0,True
1491,1491,395992.0,tt5442430,Life,Life,2017-03-22,100541806.0,58000000.0,103.0,Be careful what you search for,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,3968.0,"['UniversalPictures', 'ImagineEntertainment']","['Comedy', 'Crime']",2017,1.7334794137931036,False,False,False,False,False,False,"['UniversalPictures', 'ImagineEntertainment']",100.541806,58.0,True
1492,1492,6522.0,tt0123964,Life,Life,1999-04-16,73521587.0,80000000.0,108.0,Share it with someone you love.,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,307.0,"['UniversalPictures', 'ImagineEntertainment']","['Comedy', 'Crime']",1999,0.9190198375,False,False,False,False,False,False,"['UniversalPictures', 'ImagineEntertainment']",73.521587,80.0,True
1493,1493,226486.0,tt2103254,Tammy,Tammy,2014-07-02,100525432.0,20000000.0,97.0,She hit the road. The road hit back.,"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.2,703.0,"['NewLineCinema', 'GarySanchezProductions']",['Comedy'],2014,5.0262716,False,False,False,False,False,False,"['NewLineCinema', 'GarySanchezProductions']",100.525432,20.0,True
1494,1494,773.0,tt0449059,Little Miss Sunshine,Little Miss Sunshine,2006-07-26,100523181.0,8000000.0,102.0,A family on the verge of a breakdown,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,3325.0,"['FoxSearchlightPictures', 'BonaFideProductions', 'BigBeach']","['Comedy', 'Drama']",2006,12.565397625,False,False,True,False,False,False,"['FoxSearchlightPictures', 'BonaFideProductions', 'BigBeach']",100.523181,8.0,True
1495,1495,14444.0,tt0134067,The Rugrats Movie,The Rugrats Movie,1998-11-20,100491683.0,30000000.0,79.0,,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,259.0,"['Klasky-Csupo', 'NickelodeonMovies', 'Paramount']","['Animation', 'Family', 'Comedy']",1998,3.3497227666666665,False,False,False,False,True,False,"['Klasky-Csupo', 'NickelodeonMovies', 'Paramount']",100.491683,30.0,True
1496,1496,10671.0,tt0065377,Airport,Airport,1970-03-05,100489151.0,10000000.0,137.0,The #1 novel of the year - now a motion picture!,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,142.0,"['UniversalPictures', 'RossHunterProductionsInc.']","['Action', 'Drama', 'Thriller']",1970,10.0489151,False,False,False,False,False,False,"['UniversalPictures', 'RossHunterProductionsInc.']",100.489151,10.0,True
1497,1497,9563.0,tt0146838,Any Given Sunday,Any Given Sunday,1999-12-16,100230832.0,55000000.0,163.0,Play or be Played.,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove her self in a male dominated world.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.8,777.0,"['""TheDonnersCompany""', 'Ixtlan', 'WarnerBros.Pictures']",['Drama'],1999,1.8223787636363635,False,True,False,False,False,False,"['""TheDonnersCompany""', 'Ixtlan', 'WarnerBros.Pictures']",100.230832,55.0,True
1498,1498,400155.0,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018-06-28,100176000.0,80000000.0,97.0,Family vacation. It will suck the life out of you.,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.8,1487.0,['SonyPicturesAnimation'],"['Family', 'Fantasy', 'Comedy', 'Animation']",2018,1.2522,False,False,False,False,False,False,['SonyPicturesAnimation'],100.176,80.0,True
1499,1499,10545.0,tt0116583,The Hunchback of Notre Dame,The Hunchback of Notre Dame,1996-06-21,100138851.0,100000000.0,91.0,Join the party!,"When Quasimodo defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.0,2446.0,['WaltDisneyPictures'],"['Drama', 'Animation', 'Family']",1996,1.00138851,False,False,False,False,False,True,['WaltDisneyPictures'],100.138851,100.0,True
