,Unnamed: 0,id,imdb_id,title,original_title,release_date,revenue,budget,runtime,tagline,overview,production_countries,vote_average,vote_count,all_production_cos,list_genres,release_year,multiple,Lionsgate,Warner,fox,marvel,paramount,disney,production_companies,revenue_m,budget_m,is_us
195,195,693.0,tt0290002,Meet the Fockers,Meet the Fockers,2004-12-22,516642939.0,80000000.0,115.0,Misery loves family.,"Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,2531.0,"['UniversalPictures', 'EverymanPictures', 'TribecaProductions', 'DreamWorks']","['Comedy', 'Romance']",2004,6.4580367375,False,False,False,False,False,False,"['UniversalPictures', 'EverymanPictures', 'TribecaProductions', 'DreamWorks']",516.642939,80.0,True
196,196,360920.0,tt2709692,The Grinch,The Grinch,2018-11-08,508575295.0,75000000.0,90.0,Scheme big.,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,902.0,"['UniversalPictures', 'IlluminationEntertainment', 'PerfectWorldPictures']","['Animation', 'Family', 'Comedy', 'Fantasy']",2018,6.781003933333333,False,False,False,False,False,False,"['UniversalPictures', 'IlluminationEntertainment', 'PerfectWorldPictures']",508.575295,75.0,True
197,197,251.0,tt0099653,Ghost,Ghost,1990-07-12,505000000.0,22000000.0,127.0,A love that will last forever.,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,2653.0,['Paramount'],"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",1990,22.954545454545453,False,False,False,False,True,False,['Paramount'],505.0,22.0,True
198,198,812.0,tt0103639,Aladdin,Aladdin,1992-11-25,504050219.0,28000000.0,90.0,Wish granted!,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,6063.0,['WaltDisneyPictures'],"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",1992,18.001793535714285,False,False,False,False,False,True,['WaltDisneyPictures'],504.050219,28.0,True
199,199,172385.0,tt2357291,Rio 2,Rio 2,2014-03-19,500188435.0,103000000.0,102.0,"He's villainous, she's venomous.","It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,1712.0,"['BlueSkyStudios', 'TwentiethCenturyFoxAnimation']","['Adventure', 'Comedy', 'Family', 'Music', 'Animation']",2014,4.856198398058252,False,False,True,False,False,False,"['BlueSkyStudios', 'TwentiethCenturyFoxAnimation']",500.188435,103.0,True
200,200,295693.0,tt3874544,The Boss Baby,The Boss Baby,2017-03-23,498814908.0,125000000.0,97.0,Born leader,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,4178.0,"['DreamWorksAnimation', '20thCenturyFox']","['Animation', 'Comedy', 'Family']",2017,3.990519264,False,False,True,False,False,False,"['DreamWorksAnimation', '20thCenturyFox']",498.814908,125.0,True
201,201,652.0,tt0332452,Troy,Troy,2004-05-03,497409852.0,175000000.0,163.0,For passion. For honor. For destiny. For victory. For love.,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}', '{iso_3166_1:MT', 'name:Malta}', '{iso_3166_1:GB', 'name:UnitedKingdom}']",7.0,5137.0,"['RadiantProductions', 'HelenaProductions', 'LatinaPictures', 'PlanBEntertainment', 'NimarStudios', 'WarnerBros.Pictures']","['Adventure', 'History']",2004,2.8423420114285713,False,True,False,False,False,False,"['RadiantProductions', 'HelenaProductions', 'LatinaPictures', 'PlanBEntertainment', 'NimarStudios', 'WarnerBros.Pictures']",497.409852,175.0,True
202,202,863.0,tt0120363,Toy Story 2,Toy Story 2,1999-10-30,497366869.0,90000000.0,92.0,The toys are back!,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.5,7219.0,['Pixar'],"['Animation', 'Comedy', 'Family']",1999,5.526298544444445,False,False,False,False,False,False,['Pixar'],497.366869,90.0,True
203,203,10191.0,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010-03-10,494878759.0,165000000.0,100.0,One adventure will change two worlds,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.7,7252.0,['DreamWorksAnimation'],"['Fantasy', 'Adventure', 'Animation', 'Family']",2010,2.999265206060606,False,False,False,False,False,False,['DreamWorksAnimation'],494.878759,165.0,True
204,204,664.0,tt0117998,Twister,Twister,1996-05-10,494471524.0,92000000.0,113.0,The Dark Side of Nature.,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,1534.0,"['ConstantcProductions', 'UniversalPictures', 'AmblinEntertainment', 'WarnerBros.Pictures']","['Action', 'Adventure', 'Drama']",1996,5.374690478260869,False,True,False,False,False,False,"['ConstantcProductions', 'UniversalPictures', 'AmblinEntertainment', 'WarnerBros.Pictures']",494.471524,92.0,True
205,205,68728.0,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013-03-07,491868548.0,200000000.0,130.0,"In Oz, nothing is what it seems","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,4712.0,"['RothFilms', 'WaltDisneyPictures']","['Fantasy', 'Adventure', 'Family']",2013,2.45934274,False,False,False,False,False,True,"['RothFilms', 'WaltDisneyPictures']",491.868548,200.0,True
206,206,281338.0,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017-07-11,488533726.0,150000000.0,140.0,For freedom. For family. For the planet.,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.","['{iso_3166_1:CA', 'name:Canada}', '{iso_3166_1:NZ', 'name:NewZealand}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.0,5061.0,"['TSGEntertainment', 'CherninEntertainment', '20thCenturyFox']","['Drama', 'ScienceFiction', 'War']",2017,3.256891506666667,False,False,True,False,False,False,"['TSGEntertainment', 'CherninEntertainment', '20thCenturyFox']",488.533726,150.0,True
207,207,46195.0,tt1436562,Rio,Rio,2011-04-03,484635760.0,90000000.0,96.0,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,3571.0,"['BlueSkyStudios', 'TwentiethCenturyFoxAnimation']","['Animation', 'Adventure', 'Comedy', 'Family']",2011,5.384841777777778,False,False,True,False,False,False,"['BlueSkyStudios', 'TwentiethCenturyFoxAnimation']",484.63576,90.0,True
208,208,310.0,tt0315327,Bruce Almighty,Bruce Almighty,2003-05-23,484572835.0,80000000.0,101.0,In Bruce we trust,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,5922.0,"['PitBullProductions', 'SpyglassEntertainment', 'UniversalPictures', 'ShadyAcresEntertainment']","['Fantasy', 'Comedy']",2003,6.0571604375,False,False,False,False,False,False,"['PitBullProductions', 'SpyglassEntertainment', 'UniversalPictures', 'ShadyAcresEntertainment']",484.572835,80.0,True
209,209,808.0,tt0126029,Shrek,Shrek,2001-05-16,484409218.0,60000000.0,90.0,The greatest fairy tale never told.,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.5,8179.0,"['DreamWorksAnimation', 'PacificDataImages(PDI)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2001,8.073486966666668,False,False,False,False,False,False,"['DreamWorksAnimation', 'PacificDataImages(PDI)']",484.409218,60.0,True
210,210,61791.0,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011-08-03,482860185.0,93000000.0,105.0,Evolution Becomes Revolution.,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,7027.0,"['DuneEntertainmentIII', 'DuneEntertainment', 'CherninEntertainment', 'IngeniousMedia', 'BigScreenProductions', 'IngeniousFilmPartners', '20thCenturyFox']","['Thriller', 'Action', 'Drama', 'ScienceFiction']",2011,5.192045,False,False,True,False,False,False,"['DuneEntertainmentIII', 'DuneEntertainment', 'CherninEntertainment', 'IngeniousMedia', 'BigScreenProductions', 'IngeniousFilmPartners', '20thCenturyFox']",482.860185,93.0,True
211,211,857.0,tt0120815,Saving Private Ryan,Saving Private Ryan,1998-07-24,481840909.0,70000000.0,169.0,The mission is a man.,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",8.1,8082.0,"['Paramount', 'AmblinEntertainment', 'MutualFilmCompany', 'DreamWorks', 'TheMarkGordonCompany']","['Drama', 'History', 'War']",1998,6.8834415571428575,False,False,False,False,True,False,"['Paramount', 'AmblinEntertainment', 'MutualFilmCompany', 'DreamWorks', 'TheMarkGordonCompany']",481.840909,70.0,True
212,212,787.0,tt0356910,Mr. & Mrs. Smith,Mr. & Mrs. Smith,2005-06-07,478207520.0,110000000.0,120.0,Smart and sexy.,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,5428.0,"['EpsilonMotionPictures', 'WeedRoadPictures', 'RegencyEnterprises', 'NewRegencyPictures', 'SummitEntertainment']","['Action', 'Comedy', 'Drama', 'Thriller']",2005,4.347341090909091,False,False,False,False,False,False,"['EpsilonMotionPictures', 'WeedRoadPictures', 'RegencyEnterprises', 'NewRegencyPictures', 'SummitEntertainment']",478.20752,110.0,True
213,213,98566.0,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014-08-07,477200000.0,125000000.0,101.0,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,4120.0,"['NewLineCinema', 'OrangeSkyGoldenHarvest']","['ScienceFiction', 'Action', 'Adventure', 'Comedy', 'Family']",2014,3.8176,False,False,False,False,False,False,"['NewLineCinema', 'OrangeSkyGoldenHarvest']",477.2,125.0,True
214,214,1498.0,tt0100758,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1990-03-30,202000000.0,13500000.0,93.0,Heroes in a half shell!,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas,"['{iso_3166_1:HK', 'name:HongKong}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,762.0,"['NewLineCinema', 'OrangeSkyGoldenHarvest']","['ScienceFiction', 'Action', 'Adventure', 'Comedy', 'Family']",1990,14.962962962962964,False,False,False,False,False,False,"['NewLineCinema', 'OrangeSkyGoldenHarvest']",202.0,13.5,True
